"state", "date_peak", "cases_peak"
"indonesia", "09/24/20", "14"
"indonesia", "01/29/21", "41"
"indonesia", "04/15/21", "17"
"indonesia", "07/16/21", "162"
"indonesia", "02/18/22", "184"
"indonesia", "07/22/22", "16"
"iran", "03/30/20", "30"
"iran", "06/03/20", "30"
"iran", "08/02/20", "26"
"iran", "11/27/20", "133"
"iran", "04/15/21", "236"
"iran", "08/11/21", "390"
"iran", "02/09/22", "354"
"iran", "07/24/22", "85"
"iraq", "04/06/20", "1"
"iraq", "09/06/20", "90"
"iraq", "04/22/21", "158"
"iraq", "07/29/21", "243"
"iraq", "01/27/22", "143"
"iraq", "07/07/22", "88"
"ireland", "04/13/20", "171"
"ireland", "10/20/20", "202"
"ireland", "01/08/21", "1,135"
"ireland", "05/02/21", "81"
"ireland", "08/23/21", "319"
"ireland", "01/06/22", "4,151"
"ireland", "03/23/22", "1,647"
"ireland", "05/16/22", "546"
"ireland", "07/11/22", "404"
"israel", "04/01/20", "59"
"israel", "07/23/20", "167"
"israel", "09/24/20", "623"
"israel", "01/12/21", "807"
"israel", "09/11/21", "1,022"
"israel", "01/22/22", "9,728"
"israel", "03/28/22", "1,326"
"israel", "06/29/22", "1,040"
"italy", "03/27/20", "81"
"italy", "11/13/20", "526"
"italy", "03/20/21", "343"
"italy", "08/27/21", "100"
"italy", "01/14/22", "2,779"
"italy", "03/25/22", "1,132"
"italy", "07/14/22", "1,537"
"jamaica", "04/18/20", "8"
"jamaica", "09/20/20", "56"
"jamaica", "12/11/20", "27"
"jamaica", "03/09/21", "212"
"jamaica", "08/26/21", "225"
"jamaica", "01/14/22", "443"
"jamaica", "06/01/22", "124"
"jamaica", "07/23/22", "41"
"japan", "04/10/20", "4"
"japan", "08/07/20", "10"
"japan", "01/08/21", "47"
"japan", "05/11/21", "45"
"japan", "08/20/21", "164"
"japan", "02/04/22", "655"
"japan", "07/24/22", "1,240"
"jordan", "03/25/20", "2"
"jordan", "06/11/20", "2"
"jordan", "11/19/20", "442"
"jordan", "03/17/21", "672"
"jordan", "07/28/21", "80"
"jordan", "12/07/21", "446"
"jordan", "02/09/22", "1,570"
"jordan", "07/23/22", "61"
"kazakhstan", "07/04/20", "204"
"kazakhstan", "11/27/20", "47"
"kazakhstan", "01/24/21", "68"
"kazakhstan", "04/23/21", "130"
"kazakhstan", "07/21/21", "700"
"kazakhstan", "01/21/22", "650"
"kazakhstan", "07/24/22", "124"
"kenya", "07/31/20", "11"
"kenya", "11/13/20", "19"
"kenya", "03/25/21", "23"
"kenya", "08/13/21", "22"
"kenya", "12/24/21", "48"
"kenya", "06/23/22", "7"
"kuwait", "02/29/20", "2"
"kuwait", "05/20/20", "194"
"kuwait", "06/25/20", "159"
"kuwait", "09/06/20", "160"
"kuwait", "10/23/20", "161"
"kuwait", "04/12/21", "297"
"kuwait", "07/04/21", "368"
